Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Sales_Per_Quantity,Profit_Margin
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Art,13.36,4,0.0,4.1416,3.34,31.000000000000007
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Paper,39.96,2,0.0,18.7812,19.98,47.0
Standard Class,Consumer,United States,Little Rock,Arkansas,72209,South,Office Supplies,Binders,145.85,5,0.0,70.008,29.169999999999998,48.0
First Class,Corporate,United States,Miami,Florida,33180,South,Technology,Phones,783.96,5,0.2,78.396,156.792,10.0
First Class,Consumer,United States,Salem,Oregon,97301,West,Office Supplies,Art,7.88,1,0.2,1.773,7.88,22.499999999999996
Standard Class,Consumer,United States,Las Cruces,New Mexico,88001,West,Furniture,Furnishings,41.37,3,0.0,17.3754,13.79,42.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,12.84,3,0.0,5.778,4.28,44.99999999999999
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Paper,25.68,6,0.0,11.556,4.28,44.99999999999999
Standard Class,Consumer,United States,El Paso,Texas,79907,Central,Furniture,Chairs,47.516,2,0.3,-2.0364,23.758,-4.285714285714286
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Fasteners,9.42,2,0.0,0.471,4.71,5.0
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Paper,12.96,2,0.0,6.2208,6.48,47.99999999999999
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Bookcases,704.9,5,0.0,56.392,140.98,8.0
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,561.568,2,0.2,28.0784,280.784,5.0
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Office Supplies,Paper,179.82,9,0.0,84.5154,19.98,47.0
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Furnishings,185.58,6,0.0,76.0878,30.930000000000003,41.0
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,214.11,3,0.0,36.3987,71.37,17.0
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Technology,Accessories,999.96,4,0.0,229.9908,249.99,23.0
Second Class,Home Office,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Tables,653.55,3,0.0,111.1035,217.85,17.0
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Binders,114.6,5,0.0,51.57,22.919999999999998,45.0
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Chairs,60.74,1,0.0,15.185,60.74,25.0
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Furniture,Furnishings,124.36,2,0.0,27.3592,62.18,22.0
Standard Class,Home Office,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,1088.76,6,0.0,315.7404,181.46,29.000000000000004
First Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,6.72,5,0.2,2.352,1.3439999999999999,35.0
First Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Tables,298.776,3,0.2,7.4694,99.592,2.5
Standard Class,Consumer,United States,Anaheim,California,92804,West,Technology,Phones,302.376,3,0.2,22.6782,100.79199999999999,7.500000000000001
First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Art,8.928,2,0.2,0.558,4.464,6.25
First Class,Consumer,United States,Arlington,Texas,76017,Central,Office Supplies,Storage,47.584,2,0.2,-2.974,23.792,-6.25
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Paper,33.792,8,0.2,10.56,4.224,31.25
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Furniture,Bookcases,300.5328,2,0.32,-97.2312,150.2664,-32.35294117647059
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.724,2,0.8,-4.3584,1.362,-159.99999999999997
Standard Class,Home Office,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,3.264,2,0.2,1.1016,1.632,33.75
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,108.336,6,0.2,37.9176,18.056,35.0
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Storage,55.92,5,0.2,6.291,11.184000000000001,11.25
First Class,Consumer,United States,Lancaster,Ohio,43130,East,Office Supplies,Paper,78.304,2,0.2,29.364,39.152,37.5
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Office Supplies,Storage,443.92,5,0.2,-94.333,88.784,-21.25
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Technology,Phones,155.976,3,0.2,54.5916,51.992,35.0
Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Art,15.47,7,0.0,4.1769,2.21,26.999999999999996
Second Class,Corporate,United States,Hoover,Alabama,35244,South,Office Supplies,Binders,7.16,2,0.0,3.4368,3.58,48.0
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,10.89,1,0.0,2.8314,10.89,25.999999999999996
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,19.44,3,0.0,9.3312,6.48,48.00000000000001
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Binders,121.6,5,0.2,39.52,24.32,32.50000000000001
First Class,Consumer,United States,Tallahassee,Florida,32303,South,Technology,Machines,695.7,2,0.5,-27.828,347.85,-3.9999999999999996
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,120.33,1,0.0,31.2858,120.33,26.0
Standard Class,Home Office,United States,Chesapeake,Virginia,23320,South,Furniture,Chairs,1139.92,4,0.0,284.98,284.98,25.0
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,229.544,7,0.2,83.2097,32.792,36.25
Standard Class,Consumer,United States,Huntsville,Texas,77340,Central,Office Supplies,Storage,143.728,2,0.2,-32.3388,71.864,-22.499999999999996
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Accessories,36.048,3,0.2,-0.9012,12.016,-2.5
Standard Class,Corporate,United States,Woodstock,Illinois,60098,Central,Furniture,Chairs,845.488,8,0.3,-12.0784,105.686,-1.4285714285714286
First Class,Consumer,United States,Everett,Massachusetts,2149,East,Office Supplies,Art,50.94,3,0.0,14.2632,16.98,28.000000000000004
Standard Class,Home Office,United States,Chicago,Illinois,60653,Central,Office Supplies,Binders,762.594,3,0.8,-1143.891,254.198,-150.0
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Furniture,Furnishings,56.28,6,0.0,15.7584,9.38,27.999999999999996
Standard Class,Corporate,United States,Roswell,Georgia,30076,South,Office Supplies,Binders,2690.97,3,0.0,1264.7559,896.9899999999999,47.00000000000001
Standard Class,Corporate,United States,Palm Coast,Florida,32137,South,Office Supplies,Binders,7.434,6,0.7,-5.6994,1.239,-76.66666666666666
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,64.784,1,0.2,-12.9568,64.784,-20.0
Standard Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,28.16,4,0.0,13.2352,7.04,47.0
Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,14.98,1,0.0,6.8908,14.98,46.0
Second Class,Consumer,United States,Oceanside,New York,11572,East,Furniture,Furnishings,20.32,4,0.0,6.9088,5.08,34.0
Same Day,Corporate,United States,Franklin,Massachusetts,2038,East,Office Supplies,Storage,40.29,3,0.0,10.4754,13.43,26.0
Standard Class,Consumer,United States,Sioux Falls,South Dakota,57103,Central,Office Supplies,Labels,20.23,7,0.0,9.5081,2.89,47.0
First Class,Corporate,United States,San Diego,California,92037,West,Furniture,Chairs,1603.136,4,0.2,100.196,400.784,6.25
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Chairs,225.296,2,0.2,22.5296,112.648,10.0
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Accessories,67.8,4,0.0,4.068,16.95,6.0
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Technology,Phones,377.97,3,0.0,98.2722,125.99000000000001,25.999999999999996
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Furniture,Bookcases,1628.82,9,0.0,374.6286,180.98,23.0
Standard Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,286.93,7,0.0,140.5957,40.99,49.0
Standard Class,Consumer,United States,Orlando,Florida,32839,South,Office Supplies,Paper,20.736,4,0.2,7.2576,5.184,35.0
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Storage,31.44,3,0.0,8.4888,10.48,26.999999999999996
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Appliances,83.79,7,0.0,22.6233,11.97,26.999999999999996
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Art,59.52,3,0.0,15.4752,19.84,25.999999999999996
Same Day,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Supplies,31.92,4,0.0,9.2568,7.98,28.999999999999996
Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Supplies,14.72,5,0.2,-3.312,2.944,-22.499999999999996
Second Class,Consumer,United States,Toledo,Ohio,43615,East,Office Supplies,Storage,38.976,3,0.2,-2.436,12.991999999999999,-6.25
Standard Class,Consumer,United States,Saint Petersburg,Florida,33710,South,Furniture,Furnishings,17.088,2,0.2,1.068,8.544,6.25
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Paper,74.352,3,0.2,23.235,24.784000000000002,31.25
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Chairs,314.352,3,0.2,-35.3646,104.78399999999999,-11.250000000000002
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Art,4.26,1,0.0,1.7466,4.26,41.0
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Storage,811.28,8,0.0,24.3384,101.41,3.0000000000000004
First Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Fasteners,6.03,3,0.0,2.9547,2.0100000000000002,48.99999999999999
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,153.568,2,0.2,-5.7588,76.784,-3.75
Second Class,Consumer,United States,San Diego,California,92037,West,Furniture,Chairs,1013.488,7,0.2,76.0116,144.78400000000002,7.5
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Envelopes,52.34,2,0.0,24.5998,26.17,46.99999999999999
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Art,4.66,2,0.0,1.3514,2.33,28.999999999999996
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Technology,Accessories,254.97,3,0.0,91.7892,84.99,36.0
Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Binders,25.44,6,0.0,12.72,4.24,50.0
Second Class,Home Office,United States,Orange,New Jersey,7050,East,Office Supplies,Supplies,27.93,3,0.0,8.0997,9.31,29.000000000000004
Standard Class,Consumer,United States,Woodstock,Illinois,60098,Central,Office Supplies,Binders,8.85,5,0.8,-13.7175,1.77,-155.0
Second Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Furnishings,6.96,4,0.0,2.2272,1.74,32.0
Standard Class,Consumer,United States,San Francisco,California,94122,West,Office Supplies,Binders,17.456,2,0.2,5.8914,8.728,33.75
Standard Class,Consumer,United States,Tempe,Arizona,85281,West,Furniture,Chairs,307.92,5,0.2,-34.641,61.584,-11.249999999999998
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Art,6.63,3,0.0,1.7901,2.21,27.0
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,12.96,2,0.0,6.2208,6.48,47.99999999999999
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Paper,32.4,5,0.0,15.552,6.4799999999999995,48.0
Standard Class,Corporate,United States,Seattle,Washington,98105,West,Office Supplies,Paper,23.85,5,0.0,10.7325,4.7700000000000005,44.99999999999999
Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Furniture,Chairs,51.96,2,0.0,12.99,25.98,25.0
Second Class,Consumer,United States,Lake Charles,Louisiana,70601,South,Office Supplies,Binders,17.94,3,0.0,8.6112,5.98,48.0
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,11.56,2,0.0,5.6644,5.78,48.99999999999999
Standard Class,Corporate,United States,Rochester,New York,14609,East,Office Supplies,Paper,26.4,5,0.0,11.88,5.279999999999999,45.00000000000001
Standard Class,Corporate,United States,Rochester,New York,14609,East,Furniture,Furnishings,69.08,11,0.0,29.0136,6.28,42.00000000000001
Standard Class,Corporate,United States,Rochester,New York,14609,East,Technology,Phones,35.88,3,0.0,10.0464,11.96,27.999999999999996
Standard Class,Consumer,United States,Long Beach,New York,11561,East,Office Supplies,Art,49.65,5,0.0,20.853,9.93,42.00000000000001
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Technology,Copiers,959.968,4,0.2,119.996,239.992,12.5
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Furniture,Chairs,408.422,2,0.3,-5.8346,204.211,-1.4285714285714286
Standard Class,Consumer,United States,New York City,New York,10035,East,Technology,Copiers,479.984,2,0.2,59.998,239.992,12.5
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Labels,12.6,4,0.0,6.048,3.15,48.00000000000001
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,184.66,7,0.0,84.9436,26.38,46.0
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,23.12,5,0.2,8.381,4.6240000000000006,36.25
Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Office Supplies,Paper,37.464,7,0.2,12.1758,5.351999999999999,32.5
Standard Class,Corporate,United States,Highland Park,Illinois,60035,Central,Furniture,Chairs,539.658,3,0.3,-7.7094,179.886,-1.4285714285714286
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Storage,310.12,2,0.0,80.6312,155.06,26.0
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Paper,8.56,2,0.0,3.852,4.28,44.99999999999999
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Storage,52.4,5,0.0,14.148,10.48,27.0
Standard Class,Consumer,United States,Eagan,Minnesota,55122,Central,Office Supplies,Labels,14.94,3,0.0,6.8724,4.9799999999999995,46.0
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Fasteners,11.22,3,0.0,0.2244,3.74,1.9999999999999998
Standard Class,Consumer,United States,Coral Springs,Florida,33065,South,Office Supplies,Appliances,387.136,4,0.2,24.196,96.784,6.25
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Envelopes,41.4,5,0.0,19.458,8.28,47.0
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Art,35.0,4,0.0,10.5,8.75,30.0
Standard Class,Consumer,United States,Hempstead,New York,11550,East,Office Supplies,Binders,39.552,3,0.2,14.3376,13.184,36.25
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,135.72,3,0.0,35.2872,45.24,26.0
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Office Supplies,Binders,12.56,2,0.0,5.652,6.28,45.0
Second Class,Consumer,United States,Noblesville,Indiana,46060,Central,Technology,Phones,263.96,4,0.0,71.2692,65.99,27.0
First Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Art,5.952,1,0.2,0.372,5.952,6.25
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Fasteners,15.8,5,0.2,2.37,3.16,15.0
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,14.368,2,0.2,3.9512,7.184,27.500000000000004
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,70.448,7,0.2,12.3284,10.063999999999998,17.5
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,129.3,2,0.0,6.465,64.65,5.0
Second Class,Home Office,United States,Austin,Texas,78745,Central,Office Supplies,Binders,3.882,3,0.8,-5.823,1.294,-150.0
Standard Class,Corporate,United States,Detroit,Michigan,48234,Central,Office Supplies,Fasteners,6.08,1,0.0,3.04,6.08,50.0
First Class,Consumer,United States,Watertown,New York,13601,East,Office Supplies,Appliances,19.9,1,0.0,8.955,19.9,45.0
First Class,Consumer,United States,Watertown,New York,13601,East,Furniture,Furnishings,70.71,1,0.0,4.9497,70.71,7.000000000000001
Second Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,18.84,3,0.0,7.9128,6.28,42.0
Standard Class,Consumer,United States,Apple Valley,Minnesota,55124,Central,Office Supplies,Art,8.64,3,0.0,2.5056,2.8800000000000003,28.999999999999996
Standard Class,Home Office,United States,Burlington,North Carolina,27217,South,Office Supplies,Binders,1633.188,4,0.7,-1306.5504,408.297,-80.0
Standard Class,Home Office,United States,Saginaw,Michigan,48601,Central,Furniture,Furnishings,19.76,4,0.0,8.2992,4.94,42.0
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,6.608,2,0.2,2.2302,3.304,33.75
Same Day,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Binders,7.28,2,0.2,2.73,3.64,37.5
Same Day,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,144.784,1,0.2,10.8588,144.784,7.500000000000001
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,156.792,1,0.2,13.7193,156.792,8.75
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,431.976,3,0.2,26.9985,143.992,6.25
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Envelopes,35.89,1,0.0,16.1505,35.89,45.0
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,47.208,7,0.2,15.3426,6.744,32.5
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,248.08,7,0.0,116.5976,35.440000000000005,47.0
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,189.7,5,0.0,89.159,37.94,47.00000000000001
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,59.808,3,0.2,19.4376,19.936,32.5
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,90.99,1,0.0,14.5584,90.99,16.0
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,1526.56,7,0.0,427.4368,218.07999999999998,28.000000000000004
Standard Class,Corporate,United States,Milwaukee,Wisconsin,53209,Central,Furniture,Chairs,368.97,3,0.0,40.5867,122.99000000000001,10.999999999999998
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,305.01,9,0.0,76.2525,33.89,25.0
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Furniture,Furnishings,18.7,1,0.0,7.106,18.7,38.0
First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Furnishings,38.29,7,0.0,16.4647,5.47,43.00000000000001
Standard Class,Home Office,United States,San Diego,California,92024,West,Furniture,Furnishings,26.25,3,0.0,11.025,8.75,42.00000000000001
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Binders,64.96,14,0.2,22.736,4.64,35.0
Standard Class,Home Office,United States,San Diego,California,92024,West,Office Supplies,Envelopes,43.7,5,0.0,20.539,8.74,47.0
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Accessories,41.6,4,0.2,13.0,10.4,31.25
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Office Supplies,Paper,23.12,5,0.2,8.381,4.6240000000000006,36.25
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Chairs,113.888,2,0.2,9.9652,56.944,8.75
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Furniture,Furnishings,113.568,2,0.2,-5.6784,56.784,-5.0
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,7.92,2,0.2,0.693,3.96,8.75
Same Day,Home Office,United States,Glendale,Arizona,85301,West,Technology,Phones,671.984,2,0.2,50.3988,335.992,7.5
Standard Class,Corporate,United States,New York City,New York,10035,East,Technology,Phones,39.99,1,0.0,11.5971,39.99,28.999999999999996
Standard Class,Home Office,United States,Watertown,New York,13601,East,Furniture,Chairs,191.646,3,0.1,31.941,63.882,16.666666666666668
Standard Class,Consumer,United States,Springfield,Ohio,45503,East,Office Supplies,Binders,2.313,1,0.7,-1.9275,2.313,-83.33333333333333
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Binders,19.936,4,0.2,7.2268,4.984,36.25
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Fasteners,45.92,4,0.0,21.5824,11.48,47.0
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Paper,20.34,3,0.0,9.3564,6.78,46.0
Standard Class,Home Office,United States,Seattle,Washington,98115,West,Office Supplies,Labels,39.28,8,0.0,19.2472,4.91,49.0
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,81.568,2,0.2,9.1764,40.784,11.249999999999998
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Chairs,97.184,2,0.2,6.074,48.592,6.25
Second Class,Corporate,United States,Oceanside,California,92054,West,Office Supplies,Binders,24.32,5,0.2,8.208,4.864,33.75
Second Class,Corporate,United States,Oceanside,California,92054,West,Furniture,Furnishings,18.96,2,0.0,7.584,9.48,40.0
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Furniture,Furnishings,32.952,6,0.6,-19.7712,5.492,-60.00000000000001
Standard Class,Consumer,United States,Skokie,Illinois,60076,Central,Office Supplies,Storage,30.016,4,0.2,3.0016,7.504,10.0
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Appliances,499.584,3,0.2,43.7136,166.528,8.75
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Paper,31.104,6,0.2,10.8864,5.184,35.0
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Binders,13.272,8,0.7,-10.6176,1.659,-80.0
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Furniture,Furnishings,28.272,2,0.2,6.3612,14.136,22.5
Second Class,Consumer,United States,Fayetteville,North Carolina,28314,South,Office Supplies,Storage,259.136,4,0.2,-51.8272,64.784,-20.0
Standard Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Binders,10.8,5,0.0,5.184,2.16,48.0
Standard Class,Consumer,United States,Allen,Texas,75002,Central,Furniture,Tables,244.006,2,0.3,-31.3722,122.003,-12.857142857142856
Standard Class,Consumer,United States,Allen,Texas,75002,Central,Office Supplies,Paper,15.936,4,0.2,5.3784,3.984,33.75
Same Day,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Furniture,Chairs,188.552,7,0.3,-2.6936,26.936,-1.4285714285714286
Second Class,Consumer,United States,Rochester,New York,14609,East,Office Supplies,Storage,22.58,2,0.0,5.8708,11.29,26.0
Second Class,Consumer,United States,Mount Pleasant,South Carolina,29464,South,Furniture,Chairs,545.94,6,0.0,87.3504,90.99000000000001,15.999999999999998
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Paper,20.736,4,0.2,7.2576,5.184,35.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,43.296,2,0.2,4.3296,21.648,10.0
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,123.136,4,0.2,13.8528,30.784,11.25
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,11.264,4,0.2,3.8016,2.816,33.75
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Office Supplies,Storage,53.424,3,0.2,4.6746,17.808,8.75
Second Class,Consumer,United States,Springfield,Oregon,97477,West,Furniture,Tables,275.49,1,0.5,-170.8038,275.49,-62.0
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,24.96,4,0.0,6.24,6.24,25.0
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Paper,19.36,2,0.0,9.2928,9.68,48.0
Standard Class,Home Office,United States,Columbus,Georgia,31907,South,Office Supplies,Storage,1267.65,9,0.0,152.118,140.85000000000002,11.999999999999998
Second Class,Corporate,United States,Los Angeles,California,90032,West,Technology,Accessories,12.99,1,0.0,0.7794,12.99,6.0
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,18.56,4,0.2,6.496,4.64,35.0
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Storage,449.15,5,0.0,8.983,89.83,2.0000000000000004
Second Class,Corporate,United States,Los Angeles,California,90032,West,Office Supplies,Binders,31.248,7,0.2,10.9368,4.464,35.0
Standard Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Appliances,61.44,3,0.0,16.5888,20.48,27.0
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,895.92,4,0.0,421.0824,223.98,47.0
Second Class,Consumer,United States,Stockton,California,95207,West,Office Supplies,Binders,55.36,4,0.2,18.684,13.84,33.75
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,55.92,5,0.2,6.291,11.184000000000001,11.25
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,24.896,4,0.2,8.4024,6.224,33.75
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,3.984,1,0.2,0.6474,3.984,16.25
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Accessories,95.968,4,0.2,28.7904,23.992,30.0
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Technology,Machines,206.991,3,0.7,-172.4925,68.997,-83.33333333333333
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Appliances,44.416,2,0.2,3.8864,22.208,8.75
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,9.006,2,0.7,-7.2048,4.503,-80.0
Standard Class,Home Office,United States,Sterling Heights,Michigan,48310,Central,Office Supplies,Binders,19.0,5,0.0,8.93,3.8,47.0
Standard Class,Home Office,United States,Rochester,New York,14609,East,Office Supplies,Binders,33.376,4,0.2,10.43,8.344,31.25
First Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Appliances,207.48,1,0.0,62.244,207.48,30.0
Standard Class,Home Office,United States,Eau Claire,Wisconsin,54703,Central,Office Supplies,Binders,91.68,3,0.0,45.84,30.560000000000002,50.0
First Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Appliances,904.9,5,0.0,253.372,180.98,28.000000000000004
Standard Class,Consumer,United States,Rancho Cucamonga,California,91730,West,Office Supplies,Binders,34.272,3,0.2,11.1384,11.424,32.5
First Class,Consumer,United States,Murray,Kentucky,42071,South,Furniture,Furnishings,191.82,3,0.0,74.8098,63.94,39.0
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,243.88,5,0.2,27.4365,48.775999999999996,11.25
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Office Supplies,Binders,12.03,5,0.7,-9.223,2.4059999999999997,-76.66666666666667
Standard Class,Home Office,United States,Louisville,Colorado,80027,West,Technology,Machines,2549.985,5,0.7,-3399.98,509.997,-133.33333333333331
