OrderID,OrderDate,CustomerID,Region,Category,Product,Quantity,UnitPrice,DiscountPercent,Sales,Cost,Profit,PaymentMethod,OrderStatus
ORD-10210,2025-07-22,CUST-1259,North,Clothing,Shirt,9,5458.59,10,44214.58,31600.94,12613.64,Bank Transfer,Completed
ORD-10211,2025-01-23,CUST-1326,South,Furniture,Cabinet,8,36234.63,15,246395.48,157989.88,88405.6,Digital Wallet,Cancelled
ORD-10212,2025-01-04,CUST-1120,West,Electronics,Mouse,4,6466.12,0,25864.48,20193.27,5671.21,Cash,Completed
ORD-10213,2025-08-02,CUST-1309,South,Electronics,Tablet,9,116238.92,15,889227.74,618252.03,270975.7,Cash,Completed
ORD-10214,2025-11-23,CUST-1346,South,Electronics,Monitor,5,129803.7,15,551665.72,417203.72,134462.0,Card,Completed
ORD-10215,2025-01-09,CUST-1075,Central,Sports,Helmet,2,10659.2,20,17054.72,15241.6,1813.12,Digital Wallet,Completed
ORD-10216,2025-03-04,CUST-1285,Central,Books,History Book,12,3460.64,5,39451.3,21759.61,17691.69,Cash,Returned
ORD-10217,2025-08-14,CUST-1039,North,Books,AI Book,12,3609.05,15,36812.31,31409.26,5403.05,Digital Wallet,Completed
ORD-10218,2025-11-06,CUST-1243,West,Books,AI Book,1,2981.32,20,2385.06,1621.48,763.57,Bank Transfer,Completed
ORD-10219,2025-01-13,CUST-1238,West,Furniture,Shelf,11,54991.4,20,483924.32,375784.41,108139.91,Cash,Completed
ORD-10220,2025-08-02,CUST-1259,East,Sports,Gloves,9,23831.38,5,203758.3,129253.36,74504.94,Card,Completed
ORD-10221,2025-10-09,CUST-1267,West,Sports,Football,8,8755.02,20,56032.13,51300.72,4731.41,Card,Completed
ORD-10222,2025-02-18,CUST-1169,East,Electronics,Mouse,6,91387.56,5,520909.09,379627.72,141281.38,Bank Transfer,Returned
ORD-10223,2025-11-17,CUST-1060,East,Clothing,Shirt,6,10236.36,5,58347.25,41778.2,16569.05,Bank Transfer,Cancelled
ORD-10224,2025-08-17,CUST-1129,Central,Furniture,Sofa,10,75643.93,20,605151.44,444360.96,160790.48,Digital Wallet,Completed
ORD-10225,2025-05-20,CUST-1299,Central,Sports,Bat,11,14114.35,0,155257.85,108110.84,47147.01,Cash,Completed
ORD-10226,2025-10-23,CUST-1023,North,Clothing,Cap,1,1002.65,10,902.38,585.14,317.24,Bank Transfer,Completed
ORD-10227,2025-05-16,CUST-1112,West,Sports,Football,7,17805.86,5,118408.97,67980.15,50428.82,Cash,Completed
ORD-10228,2025-10-19,CUST-1105,West,Sports,Bat,11,12761.71,10,126340.93,77365.22,48975.71,Cash,Completed
ORD-10229,2025-01-06,CUST-1085,East,Electronics,Monitor,1,130893.2,15,111259.22,96656.19,14603.03,Bank Transfer,Returned
ORD-10230,2025-01-05,CUST-1188,North,Sports,Gloves,2,2356.51,10,4241.72,2785.34,1456.38,Cash,Completed
ORD-10231,2025-02-17,CUST-1279,North,Books,Novel,6,5033.03,20,24158.54,21384.45,2774.1,Bank Transfer,Completed
ORD-10232,2025-08-14,CUST-1245,,Furniture,Shelf,4,44145.61,15,150095.07,125020.56,25074.51,Cash,Completed
ORD-10233,2025-06-30,CUST-1283,West,Clothing,Cap,11,12955.79,5,135388.01,81022.62,54365.38,Cash,Completed
ORD-10234,2025-03-11,CUST-1208,Central,Sports,Racket,3,18411.01,5,52471.38,43907.53,8563.85,Digital Wallet,Returned
ORD-10235,2025-05-28,CUST-1047,West,Sports,Gloves,4,1540.45,10,5545.62,3760.18,1785.44,Bank Transfer,Completed
ORD-10236,2025-07-21,CUST-1217,Central,Clothing,Jacket,7,5508.39,10,34702.86,27587.76,7115.1,Card,Cancelled
ORD-10237,2025-03-19,CUST-1163,Central,Books,AI Book,7,1233.15,15,7337.24,5966.05,1371.19,Card,Completed
ORD-10238,2025-02-22,CUST-1273,East,Books,Python Book,6,5994.91,5,34170.99,23594.08,10576.91,Card,Completed
ORD-10239,2025-12-17,CUST-1115,North,Books,History Book,6,5201.25,5,29647.12,17400.9,12246.22,Cash,Returned
ORD-10240,2025-08-28,CUST-1027,Central,Sports,Gloves,12,15302.19,15,156082.34,117969.21,38113.13,Cash,Completed
ORD-10241,2025-03-09,CUST-1335,South,Sports,Helmet,12,2119.52,15,21619.1,18938.0,2681.11,Bank Transfer,Completed
ORD-10242,2025-03-27,CUST-1018,Central,Clothing,Shoes,4,8448.03,5,32102.51,22589.53,9512.98,Card,Completed
ORD-10243,2025-08-11,CUST-1317,East,Clothing,Jacket,9,5584.25,5,47745.34,26380.41,21364.93,Digital Wallet,Completed
ORD-10244,2025-10-22,CUST-1333,North,Electronics,Laptop,5,71692.15,0,358460.75,186783.18,171677.57,Bank Transfer,Returned
ORD-10245,2025-08-02,CUST-1043,East,Sports,Helmet,1,1701.05,5,1616.0,1242.41,373.59,Card,Completed
ORD-10246,2025-07-17,CUST-1291,Central,Sports,Gloves,8,2712.44,15,18444.59,16428.31,2016.28,Card,Completed
ORD-10247,2025-09-30,CUST-1279,Central,Electronics,Keyboard,6,51443.19,20,246927.31,249124.02,-2196.71,Cash,Completed
ORD-10248,2025-06-28,CUST-1177,West,Sports,Racket,11,19050.43,10,188599.26,126963.43,61635.82,Digital Wallet,Completed
ORD-10249,2025-01-10,CUST-1343,North,Clothing,Shoes,4,8765.94,0,35063.76,18937.18,16126.58,Bank Transfer,Completed
ORD-10250,2025-01-01,CUST-1160,West,Clothing,Jacket,8,13549.14,20,86714.5,69190.05,17524.45,Card,Completed
ORD-10251,2025-11-27,CUST-1009,Central,Electronics,Laptop,8,177522.44,5,1349170.54,805060.76,544109.79,Digital Wallet,Returned
ORD-10252,2025-04-06,CUST-1340,North,Furniture,Shelf,10,23564.93,0,235649.3,180713.23,54936.07,Bank Transfer,Cancelled
ORD-10253,2025-11-21,CUST-1034,North,Furniture,Cabinet,9,60657.18,10,491323.16,352071.97,139251.19,Digital Wallet,Returned
ORD-10254,2025-08-02,CUST-1144,East,Electronics,Mouse,10,76146.86,5,723395.17,544798.23,178596.94,Bank Transfer,Returned
ORD-10255,2025-09-07,CUST-1256,Central,Electronics,Tablet,9,121111.29,5,1035501.53,779924.25,255577.28,Card,Completed
ORD-10256,2025-09-23,CUST-1011,South,Books,Novel,6,5994.29,5,34167.45,22393.54,11773.91,Card,Completed
ORD-10257,2025-10-09,CUST-1117,West,Clothing,Cap,1,10546.04,0,10546.04,6647.24,3898.8,Card,Cancelled
ORD-10258,2025-03-17,CUST-1262,South,Electronics,Monitor,12,26028.65,0,312343.8,166929.17,145414.63,Bank Transfer,Returned
ORD-10259,2025-03-22,CUST-1118,West,Sports,Helmet,10,20611.39,0,206113.9,152818.74,53295.16,Digital Wallet,Completed
ORD-10260,2025-07-05,CUST-1342,Central,Clothing,Jeans,2,13650.11,10,24570.2,15409.54,9160.65,Card,Completed
ORD-10261,2025-09-17,CUST-1002,North,Clothing,Jeans,12,11889.65,10,128408.22,97239.13,31169.09,Card,Completed
ORD-10262,2025-01-01,CUST-1144,West,Furniture,Chair,1,5410.31,0,5410.31,3414.57,1995.74,Card,Completed
ORD-10263,2025-01-11,CUST-1241,Central,Books,History Book,6,2544.66,10,13741.16,11281.48,2459.68,Cash,Completed
ORD-10264,2025-12-13,CUST-1059,Central,Furniture,Cabinet,8,71035.13,5,539866.99,353461.2,186405.79,Bank Transfer,Completed
ORD-10265,2025-01-25,CUST-1025,West,Sports,Bat,9,5315.73,5,45449.49,36663.44,8786.06,Digital Wallet,Completed
ORD-10266,2025-07-13,CUST-1149,South,Books,Math Book,7,5450.94,5,36248.75,25379.94,10868.81,Card,Completed
ORD-10267,2025-07-24,CUST-1155,South,Clothing,Shirt,12,9262.65,20,88921.44,80816.94,8104.5,Digital Wallet,Completed
ORD-10268,2025-04-19,CUST-1051,South,Electronics,Tablet,6,34117.94,5,194472.26,120882.9,73589.35,Bank Transfer,Completed
ORD-10269,2025-01-01,CUST-1155,East,Sports,Helmet,1,10427.15,5,9905.79,5577.9,4327.9,Bank Transfer,Completed
ORD-10270,2025-03-01,CUST-1220,South,Electronics,Mouse,9,160336.43,5,1370876.48,946273.81,424602.66,Card,Completed
ORD-10271,2025-08-29,CUST-1205,South,Books,Novel,10,1401.23,5,13311.68,10324.83,2986.85,Bank Transfer,Cancelled
ORD-10272,2025-10-11,CUST-1130,West,Clothing,Cap,3,12568.3,15,32049.16,26285.38,5763.78,Card,Returned
ORD-10273,2025-05-06,CUST-1188,South,Clothing,Jeans,7,4379.52,15,26058.14,24720.11,1338.04,Digital Wallet,Returned
ORD-10274,2025-01-28,CUST-1312,North,Electronics,Keyboard,4,168743.43,15,573727.66,490178.7,83548.96,Card,Returned
ORD-10275,2025-02-28,CUST-1285,Central,Furniture,Desk,12,51078.87,0,612946.44,368744.19,244202.25,Cash,Completed
ORD-10276,2025-04-15,CUST-1036,West,Furniture,Desk,6,58704.99,0,352229.94,277113.76,75116.18,Bank Transfer,Completed
ORD-10277,2025-11-03,CUST-1225,South,Books,Python Book,9,2570.08,10,20817.65,18358.91,2458.74,Cash,Completed
ORD-10278,2025-07-29,CUST-1039,Central,Electronics,Tablet,9,134598.4,20,969108.48,944916.52,24191.96,Cash,Cancelled
ORD-10279,2025-01-11,CUST-1105,West,Sports,Football,8,1399.1,15,9513.88,8307.77,1206.11,Cash,Completed
ORD-10280,2025-10-30,CUST-1325,South,Sports,Gloves,6,16124.78,0,96748.68,66358.27,30390.41,Card,Completed
ORD-10281,2025-05-22,CUST-1316,Central,Sports,Racket,4,12011.75,5,45644.65,30059.86,15584.79,Card,Returned
ORD-10282,2025-07-01,CUST-1316,Central,Electronics,Monitor,11,62452.95,0,686982.45,503265.22,183717.23,Bank Transfer,Returned
ORD-10283,2025-10-22,CUST-1310,East,Books,Math Book,9,3083.21,0,27748.89,15088.98,12659.91,Digital Wallet,Completed
ORD-10284,2025-05-03,CUST-1045,North,Furniture,Sofa,1,76419.95,10,68777.96,61771.02,7006.93,Card,Cancelled
ORD-10285,2025-10-26,CUST-1218,West,Clothing,Jacket,8,5307.82,15,36093.18,32680.92,3412.26,Cash,Cancelled
ORD-10286,2025-08-15,CUST-1310,West,Sports,Football,7,12927.57,5,85968.34,50206.34,35762.0,Cash,Completed
ORD-10287,2025-09-25,CUST-1225,North,Sports,Gloves,4,16965.26,5,64467.99,54680.11,9787.88,Bank Transfer,Completed
ORD-10288,2025-09-12,CUST-1020,Central,Books,Python Book,5,4530.73,0,22653.65,17833.58,4820.07,Cash,Completed
ORD-10289,2025-02-08,CUST-1177,North,Clothing,Jeans,7,7548.47,10,47555.36,33147.28,14408.08,Bank Transfer,Completed
ORD-10290,2025-02-23,CUST-1008,East,Electronics,Tablet,2,118430.18,5,225017.34,134506.78,90510.56,Cash,Cancelled
ORD-10291,2025-07-16,CUST-1231,East,Furniture,Cabinet,6,17541.2,15,89460.12,68505.37,20954.75,Card,Completed
ORD-10292,2025-03-22,CUST-1309,North,Books,Math Book,12,2077.09,0,24925.08,13012.81,11912.27,Cash,Cancelled
ORD-10293,2025-12-19,CUST-1011,Central,Books,Python Book,2,3964.57,0,7929.14,5413.46,2515.68,Card,Completed
ORD-10294,2025-02-16,CUST-1273,West,Sports,Bat,11,9256.29,5,96728.23,79214.19,17514.04,Bank Transfer,Completed
ORD-10295,2025-01-04,CUST-1333,South,Sports,Racket,11,13718.47,20,120722.54,100605.41,20117.13,Card,Completed
ORD-10296,2025-07-02,CUST-1178,South,Sports,Helmet,10,21623.94,20,172991.52,157572.52,15419.0,Digital Wallet,Completed
ORD-10297,2025-02-15,CUST-1169,East,Sports,Helmet,3,11360.64,0,34081.92,22111.13,11970.79,Cash,Completed
ORD-10298,2025-08-21,CUST-1221,South,Furniture,Shelf,2,7745.53,5,14716.51,8732.23,5984.28,Digital Wallet,Completed
ORD-10299,2025-03-29,CUST-1249,East,Electronics,Tablet,1,7704.73,20,6163.78,4497.69,1666.09,Cash,Cancelled
ORD-10300,2025-10-08,CUST-1249,East,Furniture,Sofa,7,81228.82,0,568601.74,388397.67,180204.07,Card,Completed
ORD-10301,2025-05-01,CUST-1047,North,Electronics,Keyboard,9,85145.5,20,613047.6,568473.24,44574.36,Digital Wallet,Completed
ORD-10302,2025-07-27,CUST-1204,North,Books,Math Book,7,3301.67,0,23111.69,12638.33,10473.36,Cash,Cancelled
ORD-10303,2025-11-11,CUST-1004,South,Furniture,Cabinet,10,37658.98,20,301271.84,275731.0,25540.84,Cash,Cancelled
ORD-10304,2025-06-24,CUST-1098,Central,Furniture,Chair,7,63247.25,0,442730.75,320106.51,122624.24,Digital Wallet,Cancelled
ORD-10305,2025-05-18,CUST-1272,Central,Books,Math Book,10,3873.68,0,38736.8,23408.59,15328.21,Bank Transfer,Returned
ORD-10306,2025-07-08,CUST-1346,Central,Furniture,Desk,9,17607.67,0,158469.03,126850.16,31618.87,Cash,Returned
ORD-10307,2025-03-09,CUST-1155,Central,Furniture,Shelf,5,62564.05,0,312820.25,207293.84,105526.41,Card,Completed
ORD-10308,2025-03-17,CUST-1076,West,Clothing,Cap,9,6521.78,15,49891.62,39678.28,10213.33,Digital Wallet,Completed
ORD-10309,2025-10-31,CUST-1189,North,Furniture,Cabinet,2,19909.11,0,39818.22,23536.43,16281.79,Card,Returned
ORD-10310,2025-04-20,CUST-1087,Central,Electronics,Mouse,8,117764.36,0,942114.88,589902.19,352212.69,Card,Cancelled
ORD-10311,2025-07-03,CUST-1268,Central,Furniture,Sofa,9,55302.77,10,447952.44,357894.64,90057.8,Digital Wallet,Returned
ORD-10312,2025-12-25,CUST-1097,South,Electronics,Tablet,5,23855.28,5,113312.58,74426.81,38885.77,Card,Completed
ORD-10313,2025-02-10,CUST-1134,South,Sports,Racket,8,12738.99,5,96816.32,69443.02,27373.3,Cash,Returned
ORD-10314,2025-01-18,CUST-1010,South,Furniture,Desk,11,78879.16,0,867670.76,458026.12,409644.64,Card,Cancelled
ORD-10315,2025-06-27,CUST-1125,Central,Electronics,Monitor,2,103057.71,20,164892.34,158309.87,6582.47,Bank Transfer,Returned
ORD-10316,2025-09-25,CUST-1281,West,Sports,Football,4,15137.51,,54495.04,42837.62,11657.42,Digital Wallet,Returned
ORD-10317,2025-04-04,CUST-1002,North,Sports,Bat,5,12533.99,0,62669.95,46343.31,16326.64,Card,Cancelled
ORD-10318,2025-03-11,CUST-1304,South,Furniture,Sofa,5,55671.04,15,236601.92,210427.43,26174.49,Bank Transfer,Completed
ORD-10319,2025-11-20,CUST-1161,North,Books,Math Book,3,2524.25,0,7572.75,5248.59,2324.16,Cash,Returned
ORD-10320,2025-04-18,CUST-1176,Central,Electronics,Laptop,12,127858.49,5,1457586.79,1160208.19,297378.6,Cash,Returned
ORD-10321,2025-12-05,CUST-1058,West,Furniture,Chair,10,28687.46,5,272530.87,149747.3,122783.57,Bank Transfer,Completed
ORD-10322,2025-02-11,CUST-1002,West,Furniture,Chair,6,46277.1,0,277662.6,195924.97,81737.63,Bank Transfer,Completed
ORD-10323,2025-10-12,CUST-1157,North,Electronics,Keyboard,12,144292.22,0,1731506.64,1351669.54,379837.1,Digital Wallet,Completed
ORD-10324,2025-02-26,CUST-1330,South,Clothing,Cap,8,9900.22,10,71281.58,61785.71,9495.87,Card,Returned
ORD-10325,2025-05-06,CUST-1133,South,Furniture,Cabinet,11,67672.38,5,707176.37,442704.42,264471.95,Card,Returned
ORD-10326,2025-08-17,CUST-1088,West,Clothing,Shoes,8,13330.76,20,85316.86,79536.28,5780.59,Card,Cancelled
ORD-10327,2025-06-01,CUST-1233,Central,Clothing,Jacket,9,5004.45,0,45040.05,35893.29,9146.76,Bank Transfer,Completed
ORD-10328,2025-08-18,CUST-1301,West,Furniture,Sofa,7,48272.53,10,304116.94,240317.69,63799.25,Digital Wallet,Completed
ORD-10329,2025-09-10,CUST-1268,West,Sports,Helmet,7,21520.4,20,120514.24,118745.84,1768.4,Digital Wallet,Cancelled
ORD-10330,2025-08-18,CUST-1081,South,Clothing,Jeans,2,7156.42,10,12881.56,10799.93,2081.63,Card,Cancelled
ORD-10331,2025-08-25,CUST-1179,South,Electronics,Mouse,1,95439.98,0,95439.98,76152.25,19287.73,Bank Transfer,Completed
ORD-10332,2025-12-18,CUST-1194,Central,Furniture,Cabinet,6,42224.48,0,253346.88,151747.34,101599.54,Card,Completed
ORD-10333,2025-01-31,CUST-1347,Central,Books,Python Book,11,4384.88,5,45822.0,34987.15,10834.84,Digital Wallet,Completed
ORD-10334,2025-02-23,CUST-1282,East,Electronics,Mouse,1,156347.74,5,148530.35,103967.36,44563.0,Bank Transfer,Completed
ORD-10335,2025-01-28,CUST-1102,East,Electronics,Tablet,3,170224.01,15,434071.23,354411.92,79659.31,Cash,Returned
ORD-10336,2025-01-15,CUST-1166,East,Clothing,Shirt,1,7095.1,0,7095.1,5729.56,1365.54,Digital Wallet,Completed
ORD-10337,2025-01-25,CUST-1151,South,Furniture,Shelf,7,44566.33,20,249571.45,255591.54,-6020.09,Bank Transfer,Completed
ORD-10338,2025-06-22,CUST-1082,West,Sports,Racket,3,5081.81,0,15245.43,10993.2,4252.23,Bank Transfer,Completed
ORD-10339,2025-09-15,CUST-1182,South,Sports,Gloves,1,6353.27,0,6353.27,3719.54,2633.73,Digital Wallet,Completed
ORD-10340,2025-01-01,CUST-1245,East,Electronics,Mouse,8,147062.21,5,1117672.8,673729.05,443943.74,Cash,Returned
ORD-10341,2025-12-19,CUST-1138,West,Sports,Football,10,23863.37,0,238633.7,165743.9,72889.8,Card,Completed
ORD-10342,2025-02-08,CUST-1285,West,Books,Math Book,6,1416.5,5,8074.05,5259.52,2814.53,Digital Wallet,Returned
ORD-10343,2025-01-26,CUST-1118,East,Electronics,Monitor,1,111418.6,10,100276.74,63052.92,37223.82,Card,Completed
ORD-10344,2025-03-20,CUST-1073,Central,Clothing,Jacket,3,,0,6504.33,4697.55,1806.78,Cash,Cancelled
ORD-10345,2025-11-16,CUST-1023,East,Sports,Helmet,3,9206.55,5,26238.67,21367.43,4871.24,Cash,Completed
ORD-10346,2025-07-18,CUST-1326,East,Clothing,Cap,5,7074.52,5,33603.97,27256.18,6347.79,Digital Wallet,Completed
ORD-10347,2025-10-07,CUST-1207,North,Electronics,Laptop,9,145368.63,15,1112070.02,720295.08,391774.94,Bank Transfer,Completed
ORD-10348,2025-01-19,CUST-1010,East,Sports,Helmet,8,1888.61,0,15108.88,9586.9,5521.98,Card,Completed
ORD-10349,2025-08-05,CUST-1097,South,Electronics,Keyboard,4,61612.38,20,197159.62,137236.22,59923.39,Cash,Completed
ORD-10350,2025-09-09,CUST-1213,East,Clothing,Cap,1,2160.65,0,2160.65,1281.94,878.71,Cash,Completed
ORD-10351,2025-03-07,CUST-1287,Central,Electronics,Monitor,8,138085.19,15,938979.29,729376.1,209603.2,Card,Completed
ORD-10352,2025-01-18,CUST-1174,West,Electronics,Monitor,1,88094.06,0,88094.06,51554.48,36539.58,Digital Wallet,Completed
ORD-10353,2025-01-21,CUST-1287,South,Books,Novel,2,4869.79,10,8765.62,6386.95,2378.67,Card,Cancelled
ORD-10354,2025-08-27,CUST-1324,Central,Furniture,Chair,4,4801.06,15,16323.6,14213.54,2110.07,Card,Cancelled
ORD-10355,2025-09-05,CUST-1133,North,Sports,Bat,12,13748.28,10,148481.42,110008.55,38472.87,Bank Transfer,Completed
ORD-10356,2025-10-19,CUST-1120,North,Furniture,Chair,12,34871.61,15,355690.42,261454.16,94236.26,Bank Transfer,Cancelled
ORD-10357,2025-10-23,CUST-1169,Central,Clothing,Shoes,10,5131.56,0,51315.6,32611.0,18704.6,Bank Transfer,Completed
ORD-10358,2025-10-13,CUST-1003,East,Sports,Football,1,15361.48,0,15361.48,8058.09,7303.39,Bank Transfer,Completed
ORD-10359,2025-12-25,CUST-1020,North,Sports,Bat,7,13781.5,0,96470.5,65958.54,30511.96,Bank Transfer,Completed
ORD-10360,2025-07-26,CUST-1255,Central,Electronics,Tablet,9,17550.77,0,157956.93,98905.75,59051.18,Card,Completed
ORD-10361,2025-08-26,CUST-1126,North,Sports,Racket,11,24364.44,15,227807.51,176695.29,51112.23,Cash,Completed
ORD-10362,2025-12-17,CUST-1336,West,Furniture,Cabinet,12,17887.89,5,203921.95,152356.08,51565.87,Digital Wallet,Returned
ORD-10363,2025-12-06,CUST-1327,East,Books,AI Book,1,991.36,0,991.36,548.22,443.14,Bank Transfer,Completed
ORD-10364,2025-11-26,CUST-1091,North,Electronics,Mouse,5,154467.3,20,617869.2,493338.88,124530.32,Digital Wallet,Completed
ORD-10365,2025-09-24,CUST-1229,South,Sports,Helmet,2,9399.89,20,15039.82,14977.38,62.45,Card,Completed
ORD-10366,2025-01-26,CUST-1074,South,Clothing,Cap,6,7721.07,0,46326.42,29865.53,16460.89,Bank Transfer,Returned
ORD-10367,2025-12-15,CUST-1242,East,Clothing,Jacket,5,1925.39,5,9145.6,5202.31,3943.3,Bank Transfer,Completed
ORD-10368,2025-04-21,CUST-1289,North,Clothing,Shoes,2,8806.03,20,14089.65,10783.88,3305.77,Digital Wallet,Completed
ORD-10369,2025-01-27,CUST-1322,West,Books,Python Book,10,5188.88,10,46699.92,34901.91,11798.01,Digital Wallet,Returned
ORD-10370,2025-10-30,CUST-1001,West,Books,Math Book,3,5373.19,5,15313.59,10536.36,4777.23,Card,Completed
ORD-10371,2025-05-06,CUST-1306,South,Electronics,Keyboard,11,105929.88,10,1048705.81,893678.81,155027.01,Digital Wallet,Completed
ORD-10372,2025-04-04,CUST-1140,West,Furniture,Sofa,4,83342.47,0,333369.88,173829.6,159540.28,Digital Wallet,Completed
ORD-10373,2025-09-15,CUST-1193,North,Sports,Football,2,21179.13,5,40240.35,34643.36,5596.98,Bank Transfer,Cancelled
ORD-10374,2025-12-16,CUST-1199,North,Furniture,Cabinet,3,84735.47,20,203365.13,174518.55,28846.58,Cash,Completed
ORD-10375,2025-05-01,CUST-1314,East,Furniture,Shelf,6,19746.28,0,118477.68,79442.83,39034.85,Bank Transfer,Cancelled
ORD-10376,2025-12-12,CUST-1018,Central,Sports,Racket,6,16308.88,5,92960.62,69593.32,23367.29,Bank Transfer,Completed
ORD-10377,2025-04-15,CUST-1219,West,Electronics,Tablet,7,27624.54,0,193371.78,142898.99,50472.79,Cash,Completed
ORD-10378,2025-04-03,CUST-1170,Central,Books,History Book,10,3976.03,0,39760.3,32223.13,7537.17,Card,Completed
ORD-10379,2025-09-18,CUST-1278,West,Clothing,Jeans,9,6234.81,15,47696.3,40238.85,7457.45,Bank Transfer,Returned
ORD-10380,2025-03-21,CUST-1146,North,Sports,Racket,8,11855.02,10,85356.14,77008.18,8347.96,Digital Wallet,Completed
ORD-10381,2025-05-25,CUST-1246,South,Books,Math Book,9,5191.07,0,46719.63,36554.87,10164.76,Card,Returned
ORD-10382,2025-02-24,CUST-1334,,Electronics,Laptop,4,171072.93,5,650077.13,522089.13,127988.0,Bank Transfer,Cancelled
ORD-10383,2025-06-17,CUST-1037,South,Furniture,Desk,4,48760.83,15,165786.82,158600.33,7186.49,Cash,Completed
ORD-10384,2025-12-22,CUST-1070,East,Furniture,Shelf,11,55607.12,15,519926.57,453412.97,66513.6,Digital Wallet,Completed
ORD-10385,2025-03-23,CUST-1068,North,Electronics,Tablet,4,176059.14,0,704236.56,556773.79,147462.77,Card,Completed
ORD-10386,2025-05-04,CUST-1223,West,Books,Python Book,4,1320.03,10,4752.11,3435.05,1317.06,Digital Wallet,Completed
ORD-10387,2025-10-11,CUST-1002,East,Electronics,Tablet,5,37014.48,10,166565.16,149525.67,17039.49,Digital Wallet,Completed
ORD-10388,2025-03-23,CUST-1083,West,Books,Python Book,3,4221.21,5,12030.45,7682.9,4347.54,Cash,Completed
ORD-10389,2025-12-14,CUST-1002,Central,Furniture,Desk,10,9472.95,10,85256.55,53557.92,31698.63,Digital Wallet,Completed
ORD-10390,2025-06-30,CUST-1232,Central,Sports,Football,2,18646.23,15,31698.59,26913.9,4784.69,Digital Wallet,Returned
ORD-10391,2025-10-06,CUST-1266,North,Electronics,Monitor,9,47494.1,5,406074.55,234302.03,171772.52,Card,Completed
ORD-10392,2025-09-14,CUST-1009,North,Sports,Football,2,2975.4,20,4760.64,4415.39,345.25,Cash,Cancelled
ORD-10393,2025-10-31,CUST-1062,Central,Books,History Book,12,5031.86,0,60382.32,32293.1,28089.22,Bank Transfer,Completed
ORD-10394,2025-09-08,CUST-1301,East,Sports,Helmet,5,22038.98,15,93665.66,71655.08,22010.58,Cash,Cancelled
ORD-10395,2025-01-02,CUST-1272,West,Furniture,Shelf,8,30777.44,15,209286.59,161435.46,47851.13,Card,Cancelled
ORD-10396,2025-10-08,CUST-1347,East,Clothing,Cap,6,11201.64,5,63849.35,38797.91,25051.43,Bank Transfer,Completed
ORD-10397,2025-09-15,CUST-1132,East,Sports,Racket,12,23887.07,0,286644.84,191028.6,95616.24,Digital Wallet,Completed
ORD-10398,2025-12-01,CUST-1005,South,Books,Python Book,11,3234.57,0,35580.27,23867.7,11712.57,Card,Cancelled
ORD-10399,2025-08-10,CUST-1222,North,Electronics,Keyboard,1,16224.37,5,15413.15,8610.62,6802.53,Digital Wallet,Completed
ORD-10400,2025-04-15,CUST-1122,Central,Clothing,Shoes,8,8123.85,10,58491.72,34709.43,23782.29,Digital Wallet,Completed
ORD-10401,2025-06-18,CUST-1140,North,Sports,Bat,3,22544.13,15,57487.53,52535.28,4952.25,Digital Wallet,Returned
ORD-10402,2025-02-13,CUST-1048,South,Books,Math Book,10,3848.04,5,36556.38,24794.41,11761.97,Card,Completed
ORD-10403,2025-12-23,CUST-1133,East,Books,Math Book,10,1516.88,10,13651.92,10857.35,2794.57,Card,Completed
ORD-10404,2025-06-15,CUST-1310,,Books,Python Book,11,3493.97,0,38433.67,25895.7,12537.97,Card,Returned
ORD-10405,2025-07-17,CUST-1266,Central,Clothing,Shirt,2,3646.61,0,7293.22,4077.32,3215.9,Bank Transfer,Completed
ORD-10406,2025-03-15,CUST-1304,North,Clothing,Cap,1,9796.81,5,9306.97,7696.79,1610.18,Card,Completed
ORD-10407,2025-07-17,CUST-1349,East,Clothing,Shirt,4,9225.71,0,36902.84,24338.87,12563.97,Card,Completed
ORD-10408,2025-05-26,CUST-1342,South,Books,History Book,7,1476.42,15,8784.7,7730.05,1054.65,Card,Completed
ORD-10409,2025-01-19,CUST-1269,Central,Clothing,Shirt,12,13649.3,15,139222.86,128627.42,10595.44,Card,Completed
ORD-10410,2025-11-12,CUST-1307,,Clothing,Jacket,11,8031.61,20,70678.17,55531.92,15146.25,Bank Transfer,Completed
ORD-10411,2025-03-18,CUST-1151,South,Electronics,Monitor,7,102870.41,5,684088.23,509162.77,174925.46,Cash,Completed
ORD-10412,2025-12-09,CUST-1304,North,Sports,Racket,9,24626.73,0,221640.57,128803.63,92836.94,Digital Wallet,Completed
ORD-10413,2025-12-06,CUST-1222,Central,Clothing,Jeans,4,811.41,10,2921.08,2068.31,852.77,Card,Returned
ORD-10414,2025-11-27,CUST-1238,West,Furniture,Shelf,7,38601.22,0,270208.54,182683.79,87524.75,Digital Wallet,Returned
ORD-10415,2025-09-09,CUST-1192,North,Clothing,Cap,11,5182.69,15,48458.15,44030.07,4428.08,Digital Wallet,Completed
ORD-10416,2025-03-04,CUST-1197,South,Clothing,Cap,1,13537.76,10,12183.98,10877.64,1306.35,Cash,Completed
ORD-10417,2025-11-11,CUST-1091,Central,Books,AI Book,11,5908.76,5,61746.54,44106.26,17640.29,Cash,Cancelled
ORD-10418,2025-07-28,CUST-1049,West,Books,Math Book,11,2155.73,0,23713.03,17455.7,6257.33,Digital Wallet,Returned
ORD-10419,2025-12-06,CUST-1337,West,Sports,Gloves,9,3926.58,5,33572.26,22012.42,11559.84,Bank Transfer,Completed
