age,income,experience_years,education,city,job_type,credit_score,monthly_spending,loan_amount,loan_approved
59,85903.0,33,High School,Lahore,Government,741.0,2559.0,2874228.0,1
48,60645.0,25,Bachelor,Peshawar,Private,691.0,3004.0,593560.0,1
20,93980.0,0,Master,Rawalpindi,Private,701.0,2177.0,1512156.0,1
57,73830.0,32,Bachelor,Karachi,Private,625.0,3206.0,1929879.0,1
63,113015.0,40,Bachelor,Lahore,Private,729.0,3006.0,149665.0,1
41,56871.0,23,Master,Lahore,Business,826.0,1838.0,1049762.0,1
49,69500.0,28,Master,Lahore,Private,609.0,1590.0,1188100.0,1
64,42305.0,40,Master,Peshawar,Private,,1262.0,1083627.0,1
39,53355.0,20,Bachelor,Islamabad,Freelance,696.0,2478.0,1972701.0,0
40,78611.0,14,Bachelor,Peshawar,Private,735.0,3957.0,1655496.0,1
19,89845.0,0,Master,Rawalpindi,Government,641.0,2535.0,1300243.0,1
44,130230.0,19,Bachelor,Islamabad,Private,482.0,4725.0,2185166.0,0
59,62874.0,35,High School,Rawalpindi,Business,,2296.0,3350767.0,1
19,44469.0,0,Bachelor,Islamabad,Business,733.0,2221.0,3275331.0,1
43,81573.0,24,Bachelor,Peshawar,Business,558.0,3774.0,100000.0,1
34,40188.0,14,Bachelor,Lahore,Private,637.0,1525.0,2319365.0,1
57,77414.0,34,Bachelor,Karachi,Freelance,790.0,3344.0,1639779.0,1
50,53950.0,28,Bachelor,Lahore,Private,781.0,2648.0,1939640.0,0
26,69655.0,1,High School,Peshawar,Private,746.0,1473.0,1441545.0,0
60,89003.0,37,Bachelor,Islamabad,Private,668.0,3050.0,1905830.0,1
56,62564.0,33,Bachelor,Lahore,Government,686.0,3195.0,1936267.0,1
46,85523.0,28,Master,Peshawar,Government,671.0,3892.0,1278943.0,1
59,84209.0,38,High School,Rawalpindi,Government,759.0,3278.0,993269.0,1
43,23985.0,21,Bachelor,Karachi,Private,619.0,923.0,1396174.0,0
52,45165.0,32,Bachelor,Lahore,Private,624.0,1465.0,2010833.0,1
42,30640.0,16,Bachelor,Islamabad,Freelance,751.0,1170.0,2339097.0,1
41,109038.0,23,Bachelor,Rawalpindi,Private,677.0,4654.0,2568014.0,1
30,62681.0,7,,Peshawar,Freelance,776.0,2180.0,1355229.0,0
24,104178.0,1,Master,Karachi,Private,633.0,4650.0,2055460.0,1
53,29075.0,26,Bachelor,Islamabad,Freelance,676.0,1440.0,2666252.0,1
62,52399.0,40,Bachelor,Peshawar,Government,615.0,1362.0,2849035.0,1
37,82611.0,15,Master,Peshawar,Private,681.0,2964.0,1747050.0,1
18,68944.0,0,Bachelor,Lahore,Private,577.0,2374.0,1601161.0,0
25,76723.0,3,Bachelor,Lahore,Government,646.0,3357.0,1972012.0,1
63,37416.0,40,Bachelor,Islamabad,Freelance,579.0,1091.0,765263.0,1
33,95290.0,8,Master,Peshawar,Private,729.0,4019.0,1625751.0,1
31,82094.0,12,Bachelor,Lahore,Private,730.0,4112.0,2470128.0,1
29,73836.0,6,High School,Karachi,Business,559.0,2567.0,2377752.0,0
40,49917.0,22,Bachelor,Karachi,Freelance,773.0,2556.0,1556759.0,1
32,72124.0,11,Master,Peshawar,Private,850.0,3890.0,1995946.0,1
45,58587.0,18,High School,Lahore,Government,683.0,1428.0,1057815.0,1
51,28689.0,31,PhD,Islamabad,Private,635.0,821.0,2433143.0,1
19,63891.0,0,Bachelor,Islamabad,Government,850.0,3355.0,1729961.0,1
49,61552.0,29,PhD,Islamabad,Private,588.0,3249.0,1551644.0,1
40,88373.0,17,PhD,Karachi,Business,681.0,2129.0,1474449.0,1
39,20000.0,21,Bachelor,Lahore,Government,693.0,427.0,1743396.0,0
42,70174.0,19,High School,Lahore,Government,,1839.0,1396910.0,1
39,39578.0,18,High School,Karachi,Government,705.0,2139.0,2392329.0,1
39,72023.0,14,Bachelor,Islamabad,Business,645.0,1933.0,1444245.0,0
59,73234.0,33,Master,Islamabad,Freelance,613.0,2752.0,3233668.0,1
23,63089.0,2,Bachelor,Peshawar,Government,656.0,3099.0,3118689.0,0
32,82760.0,5,Bachelor,Rawalpindi,Freelance,610.0,1780.0,997611.0,0
60,37593.0,33,Bachelor,Lahore,Government,683.0,1541.0,1862734.0,1
54,89370.0,31,Master,Lahore,Government,641.0,2687.0,1214409.0,1
50,49422.0,32,High School,Lahore,Private,575.0,2450.0,1506017.0,1
25,,4,High School,Rawalpindi,Government,768.0,932.0,3602185.0,1
61,59007.0,37,High School,Peshawar,Private,645.0,2580.0,1523186.0,1
61,20000.0,43,Master,Rawalpindi,Business,591.0,866.0,2124203.0,1
22,70592.0,0,Bachelor,Islamabad,Private,668.0,1992.0,2287189.0,1
56,59296.0,29,Bachelor,Islamabad,Business,685.0,1304.0,899434.0,0
21,92141.0,0,High School,Lahore,Government,558.0,3177.0,1030414.0,0
23,79276.0,1,Bachelor,Karachi,Government,703.0,2416.0,714580.0,0
62,34376.0,35,High School,Lahore,Government,607.0,1643.0,1002626.0,1
49,46555.0,23,PhD,Karachi,Private,800.0,2212.0,100000.0,1
47,76455.0,28,Master,Rawalpindi,Private,717.0,2758.0,2290124.0,1
64,83636.0,42,Bachelor,Islamabad,Private,652.0,3433.0,3648774.0,1
52,91895.0,29,Master,Karachi,Government,628.0,3765.0,1933039.0,1
57,91719.0,33,Bachelor,Rawalpindi,Private,673.0,4440.0,525358.0,1
33,63031.0,11,Master,Islamabad,Freelance,723.0,2206.0,1221501.0,0
30,72978.0,4,Master,Karachi,Private,678.0,2190.0,1387011.0,0
59,93572.0,41,Bachelor,Lahore,Private,665.0,2776.0,884174.0,1
47,58327.0,23,Master,Lahore,Private,684.0,2258.0,2574164.0,0
36,73354.0,9,Bachelor,Lahore,Business,638.0,2626.0,2529234.0,1
34,57809.0,10,Bachelor,Rawalpindi,Freelance,656.0,2052.0,760093.0,1
36,52879.0,15,High School,Lahore,Private,534.0,1262.0,2452573.0,0
45,66064.0,19,Bachelor,Peshawar,Government,748.0,2959.0,3174131.0,1
43,49874.0,21,Master,Islamabad,Private,701.0,1394.0,3512302.0,1
54,62120.0,33,PhD,Rawalpindi,Business,626.0,1702.0,4378691.0,0
43,42231.0,19,Bachelor,Lahore,Freelance,813.0,1461.0,988207.0,1
40,60820.0,19,Master,Islamabad,Private,686.0,1729.0,4341798.0,1
26,74865.0,6,Master,Karachi,Government,607.0,3017.0,1481214.0,0
29,52047.0,3,High School,Lahore,Private,740.0,1729.0,1266781.0,0
18,65204.0,0,Bachelor,Islamabad,Business,708.0,2334.0,2094365.0,0
18,,0,High School,Peshawar,Private,708.0,2637.0,1276145.0,0
64,74956.0,40,Master,Karachi,Government,650.0,2070.0,2159140.0,1
51,62061.0,25,PhD,Peshawar,Private,712.0,1615.0,611931.0,1
49,88889.0,24,High School,Islamabad,Freelance,662.0,4461.0,1585123.0,1
42,20000.0,17,Master,Peshawar,Freelance,719.0,706.0,2957024.0,1
57,129631.0,34,Bachelor,Islamabad,Freelance,547.0,4481.0,1748645.0,1
62,45835.0,41,Bachelor,Islamabad,Government,650.0,1009.0,1927436.0,1
18,73875.0,0,Bachelor,Peshawar,Business,801.0,2765.0,2227733.0,1
33,44354.0,13,Bachelor,Islamabad,Private,626.0,1743.0,2853595.0,0
56,79174.0,30,High School,Lahore,Private,638.0,3124.0,310298.0,1
22,71085.0,3,Bachelor,Islamabad,Private,649.0,3156.0,2326072.0,0
39,50684.0,20,High School,Rawalpindi,Business,595.0,1356.0,1558675.0,0
46,88608.0,22,Bachelor,Islamabad,Private,525.0,2591.0,1949974.0,1
20,61393.0,0,High School,Rawalpindi,Freelance,664.0,2938.0,2753955.0,0
29,77039.0,8,Master,Islamabad,Freelance,690.0,4037.0,725232.0,1
43,44822.0,16,Bachelor,Islamabad,Private,676.0,1137.0,888620.0,1
33,64320.0,8,Master,Peshawar,Private,670.0,2407.0,100000.0,1
54,109075.0,28,Bachelor,Lahore,Private,683.0,3051.0,1305757.0,1
39,86185.0,15,Bachelor,Lahore,Private,752.0,1968.0,2997389.0,1
46,71768.0,24,PhD,Karachi,Private,667.0,2274.0,1691472.0,0
31,55124.0,6,High School,Peshawar,Private,640.0,1412.0,593888.0,0
45,66485.0,24,Bachelor,Peshawar,Business,660.0,2958.0,1362889.0,1
22,69346.0,3,Master,Lahore,Business,721.0,2678.0,460924.0,1
64,74883.0,41,High School,Peshawar,Private,779.0,1919.0,787333.0,1
47,41313.0,21,High School,Lahore,Private,636.0,873.0,2149937.0,1
63,79705.0,45,Bachelor,Peshawar,Private,687.0,3808.0,743514.0,1
22,41029.0,0,High School,Islamabad,Freelance,704.0,1096.0,2801371.0,0
29,100885.0,5,Bachelor,Lahore,Freelance,611.0,4140.0,1735992.0,1
33,48024.0,6,Bachelor,Lahore,Private,681.0,1540.0,1877035.0,1
43,71526.0,17,Master,Rawalpindi,Private,577.0,2886.0,1549464.0,1
43,87113.0,16,Master,Peshawar,Freelance,556.0,2731.0,2495563.0,1
38,59448.0,12,Master,Peshawar,Government,706.0,1411.0,2504844.0,1
56,72493.0,29,Bachelor,Lahore,Private,653.0,2049.0,2101549.0,1
53,96574.0,33,Master,Islamabad,Government,694.0,2617.0,2308310.0,1
50,77417.0,28,Bachelor,Islamabad,Private,679.0,2717.0,1609119.0,1
47,72822.0,22,Master,Islamabad,Private,612.0,3115.0,2287983.0,1
54,27935.0,29,Master,Peshawar,Freelance,677.0,828.0,1495910.0,0
40,44458.0,19,Master,Rawalpindi,Freelance,594.0,944.0,1802008.0,1
27,,9,Bachelor,Lahore,Private,777.0,3357.0,1552821.0,1
22,77539.0,4,Bachelor,Karachi,Business,585.0,3181.0,1388503.0,0
53,80872.0,32,Bachelor,Rawalpindi,Private,666.0,4280.0,1179799.0,1
51,78979.0,28,Master,Karachi,Freelance,607.0,3197.0,2220921.0,1
48,93375.0,23,High School,Rawalpindi,Government,720.0,3412.0,2979545.0,1
27,59249.0,4,Master,Islamabad,Business,657.0,2367.0,2853992.0,0
36,67651.0,10,Bachelor,Peshawar,Business,644.0,3502.0,669091.0,0
49,42369.0,23,High School,Karachi,Private,740.0,2053.0,2960283.0,0
18,,0,High School,Rawalpindi,Business,682.0,1166.0,1513657.0,1
22,28838.0,0,High School,,Freelance,716.0,829.0,2340660.0,0
62,45526.0,44,Bachelor,Karachi,Freelance,611.0,1347.0,984406.0,1
21,99156.0,2,Bachelor,Lahore,Private,582.0,3733.0,1927782.0,1
33,30840.0,11,PhD,,Freelance,688.0,1407.0,2082351.0,0
41,58322.0,20,Bachelor,Lahore,Business,658.0,2193.0,463856.0,1
33,36551.0,12,High School,Islamabad,Private,724.0,844.0,2347440.0,1
19,51779.0,0,Master,Lahore,Business,674.0,2328.0,3011342.0,1
45,68733.0,20,Master,Lahore,Private,694.0,3278.0,1642817.0,1
49,49597.0,26,,Rawalpindi,Private,566.0,1512.0,3024151.0,0
44,88973.0,26,High School,Islamabad,Government,812.0,3823.0,1629276.0,1
37,98748.0,18,Master,Lahore,Government,669.0,3461.0,2564626.0,1
41,20000.0,18,Master,Peshawar,Government,729.0,1009.0,100000.0,1
29,49974.0,10,High School,Karachi,Private,621.0,2449.0,3976900.0,0
52,66301.0,25,High School,Lahore,Business,702.0,2542.0,3145912.0,0
50,89775.0,28,Bachelor,,Private,589.0,3940.0,1543837.0,1
50,55007.0,28,High School,Lahore,Private,712.0,2766.0,100000.0,0
60,64561.0,37,,Karachi,Private,655.0,2412.0,2059226.0,1
54,39552.0,31,Bachelor,Islamabad,Government,682.0,1237.0,500467.0,1
29,,6,Master,Rawalpindi,Business,729.0,1437.0,2200368.0,1
20,96798.0,1,Bachelor,Islamabad,Freelance,594.0,2727.0,2170409.0,1
18,24870.0,0,High School,Rawalpindi,Freelance,632.0,840.0,952737.0,0
50,116230.0,30,High School,Islamabad,Private,712.0,5776.0,2808870.0,1
57,,34,Bachelor,Karachi,Government,827.0,3641.0,2525017.0,1
27,79959.0,2,Master,Karachi,Government,670.0,2742.0,2678241.0,1
60,77660.0,42,Master,Islamabad,Government,721.0,2174.0,1807972.0,1
61,59441.0,43,Bachelor,Lahore,Private,673.0,1944.0,526028.0,1
46,73626.0,27,Bachelor,Karachi,Freelance,816.0,2231.0,2680085.0,1
30,60844.0,7,High School,Rawalpindi,Government,558.0,1625.0,1556666.0,0
29,77168.0,3,Master,Rawalpindi,Freelance,687.0,3520.0,549198.0,1
48,64259.0,27,High School,Peshawar,Government,566.0,1879.0,3016835.0,1
63,44092.0,43,Bachelor,Rawalpindi,Private,505.0,1586.0,3689467.0,1
19,45847.0,0,Bachelor,Peshawar,Government,701.0,1545.0,1762877.0,0
52,43346.0,25,PhD,Islamabad,Private,690.0,2322.0,3743209.0,1
40,86360.0,14,Bachelor,Islamabad,Business,660.0,2925.0,1882183.0,1
34,51416.0,12,Bachelor,Islamabad,Government,673.0,1208.0,1457590.0,1
43,22934.0,17,Master,Lahore,Private,850.0,546.0,1232587.0,1
25,73730.0,6,Bachelor,Lahore,Business,662.0,2988.0,3273374.0,0
46,98319.0,26,Bachelor,Peshawar,Government,716.0,4013.0,1097871.0,1
43,82008.0,19,Master,Rawalpindi,Private,635.0,2853.0,2461742.0,1
27,51727.0,3,Master,Rawalpindi,Government,701.0,1822.0,1296753.0,1
43,30090.0,20,Bachelor,Islamabad,Private,663.0,681.0,1385724.0,1
51,62046.0,28,Bachelor,Karachi,Freelance,651.0,2361.0,2727225.0,0
58,61497.0,39,Bachelor,Lahore,Freelance,807.0,2316.0,1457967.0,1
24,43678.0,0,Master,Lahore,Business,762.0,1128.0,1435684.0,0
21,77123.0,0,High School,Islamabad,Government,690.0,1874.0,2819524.0,1
62,105626.0,41,Master,Lahore,Government,519.0,2636.0,3237658.0,1
28,69890.0,8,Bachelor,Islamabad,Freelance,655.0,1691.0,2380221.0,0
46,68530.0,27,Bachelor,Peshawar,Private,850.0,2820.0,1210707.0,1
53,44381.0,35,Master,Rawalpindi,Government,664.0,1215.0,1340452.0,0
42,95743.0,20,PhD,Karachi,Government,757.0,2797.0,1871924.0,1
38,63347.0,19,High School,,Private,781.0,1686.0,2088837.0,1
53,52263.0,34,Bachelor,Rawalpindi,Private,695.0,2757.0,910921.0,1
27,66401.0,3,Bachelor,Peshawar,Business,621.0,3275.0,2450734.0,0
54,75383.0,29,Master,Lahore,Business,510.0,2150.0,1876962.0,0
26,68063.0,0,PhD,Karachi,Private,728.0,2161.0,255863.0,1
41,91535.0,16,Bachelor,Lahore,Private,623.0,2547.0,963966.0,0
52,73447.0,31,Master,Rawalpindi,Private,692.0,2734.0,1346284.0,1
52,58753.0,34,Bachelor,Islamabad,Business,593.0,1262.0,1734428.0,0
53,73826.0,29,Bachelor,Rawalpindi,Private,661.0,3190.0,3500351.0,1
35,75992.0,17,Bachelor,Lahore,Freelance,682.0,2908.0,2014354.0,1
56,36480.0,35,Bachelor,Rawalpindi,Private,699.0,1853.0,1043305.0,0
49,90287.0,24,Bachelor,Islamabad,Government,602.0,2376.0,1998568.0,0
41,58380.0,22,Bachelor,Peshawar,Private,764.0,2781.0,1483121.0,1
40,58943.0,17,High School,,Freelance,638.0,2784.0,2092282.0,0
49,81530.0,26,Master,Rawalpindi,Private,563.0,2044.0,2322511.0,1
54,81438.0,28,High School,Lahore,Government,672.0,2779.0,2888308.0,1
29,49582.0,7,Bachelor,Peshawar,Private,682.0,1314.0,1778142.0,1
30,82664.0,3,Bachelor,Rawalpindi,Freelance,691.0,2424.0,3275064.0,1
40,52670.0,19,,Rawalpindi,Business,775.0,1559.0,2617220.0,1
42,105031.0,20,High School,Lahore,Private,663.0,4136.0,1163304.0,1
52,46780.0,25,Bachelor,Lahore,Business,672.0,1616.0,3788870.0,1
58,70269.0,36,PhD,Islamabad,Government,603.0,3684.0,2094295.0,1
47,47796.0,22,Bachelor,Peshawar,Private,737.0,1197.0,1048388.0,1
34,113899.0,7,Bachelor,Islamabad,Private,693.0,6070.0,3287622.0,0
37,37768.0,12,Master,Rawalpindi,Private,651.0,1077.0,3670000.0,1
42,76536.0,23,High School,Lahore,Freelance,547.0,3566.0,1770277.0,1
39,48832.0,15,Bachelor,Rawalpindi,Freelance,781.0,1569.0,1346715.0,1
30,57210.0,5,Bachelor,Rawalpindi,Private,594.0,1465.0,1644863.0,0
36,74978.0,13,Bachelor,Karachi,Government,639.0,3706.0,2443259.0,1
53,91941.0,31,Bachelor,Karachi,Freelance,705.0,2862.0,2950071.0,1
29,100715.0,3,High School,Rawalpindi,Business,596.0,4310.0,2313439.0,0
58,31187.0,38,Bachelor,Lahore,Government,575.0,1239.0,1891551.0,1
36,70891.0,9,High School,Rawalpindi,Business,531.0,2592.0,3148211.0,0
29,97109.0,8,Master,Karachi,Government,730.0,3628.0,1518447.0,0
26,27923.0,0,Bachelor,Lahore,Private,642.0,1263.0,2727827.0,0
24,71916.0,1,Bachelor,Rawalpindi,Freelance,850.0,1709.0,1540743.0,1
45,64954.0,20,Master,Peshawar,Government,610.0,2800.0,2187921.0,0
31,74120.0,7,Master,Peshawar,Government,615.0,3757.0,1697794.0,1
48,48009.0,29,High School,Rawalpindi,Government,640.0,1093.0,1749733.0,1
36,33416.0,16,PhD,Lahore,Freelance,697.0,853.0,1460352.0,0
64,22912.0,46,Bachelor,Rawalpindi,Freelance,647.0,1025.0,3010369.0,1
33,86480.0,7,High School,Rawalpindi,Private,723.0,3062.0,1140367.0,0
22,89289.0,0,Master,Karachi,Private,611.0,3061.0,1133791.0,1
52,71659.0,34,Bachelor,Peshawar,Government,583.0,1820.0,3708894.0,0
29,53249.0,9,Bachelor,Karachi,Government,554.0,2009.0,2680063.0,0
42,29293.0,21,Bachelor,Karachi,Private,524.0,734.0,100000.0,1
38,77394.0,17,Bachelor,Rawalpindi,Freelance,644.0,2842.0,1291267.0,1
53,40783.0,31,Bachelor,Karachi,Government,659.0,1888.0,169210.0,1
40,49351.0,20,Master,Peshawar,Private,636.0,1453.0,944378.0,1
33,52096.0,13,Bachelor,Karachi,Private,767.0,1920.0,100000.0,0
56,60654.0,38,Master,Peshawar,Private,766.0,3269.0,1676709.0,1
62,48301.0,38,Bachelor,Karachi,Business,657.0,2112.0,772252.0,1
59,65736.0,32,Master,Peshawar,Private,554.0,3213.0,1853915.0,1
56,51320.0,38,Master,Karachi,Private,640.0,1779.0,337391.0,1
31,80430.0,12,Master,Karachi,Government,638.0,3734.0,1874621.0,0
48,87683.0,27,Bachelor,Lahore,Private,634.0,1945.0,1426575.0,1
22,67388.0,1,Bachelor,Peshawar,Private,631.0,1680.0,3151758.0,0
52,75178.0,30,Bachelor,,Private,634.0,2075.0,3070221.0,1
40,111593.0,21,Master,Peshawar,Government,653.0,3820.0,2506811.0,1
46,39203.0,25,Master,Islamabad,Government,636.0,1922.0,1506048.0,1
60,37864.0,42,Bachelor,Karachi,Private,,1226.0,3586842.0,1
28,80290.0,9,High School,Peshawar,Private,705.0,3425.0,402268.0,1
35,107824.0,17,Bachelor,Islamabad,Business,616.0,4796.0,536797.0,0
64,59269.0,37,Bachelor,Lahore,Private,769.0,2393.0,1724595.0,1
29,102990.0,2,Bachelor,Peshawar,Private,611.0,3372.0,3828634.0,0
26,67122.0,5,Master,Peshawar,Private,567.0,2689.0,1617895.0,0
27,50020.0,6,PhD,Islamabad,Government,707.0,1613.0,1635079.0,1
61,43205.0,37,High School,Karachi,Freelance,623.0,1021.0,502281.0,1
34,78847.0,7,Bachelor,Lahore,Private,702.0,4252.0,2651337.0,0
55,44871.0,29,Bachelor,Peshawar,Freelance,512.0,1125.0,2657859.0,0
24,66788.0,0,Bachelor,Karachi,Private,777.0,1552.0,2510168.0,0
63,99836.0,41,High School,Lahore,Private,727.0,5004.0,1233701.0,1
30,58251.0,3,High School,Rawalpindi,Freelance,575.0,1800.0,1163964.0,0
57,93908.0,39,Master,Rawalpindi,Private,576.0,3992.0,636190.0,1
59,38280.0,41,Bachelor,Lahore,Government,797.0,1217.0,1875485.0,1
26,53254.0,3,Bachelor,Islamabad,Private,628.0,1804.0,827633.0,0
44,34043.0,25,Master,Lahore,Freelance,622.0,1007.0,740325.0,1
19,66606.0,0,Master,Lahore,Private,521.0,2149.0,1418678.0,0
22,82162.0,0,High School,Islamabad,Business,655.0,2837.0,1359759.0,0
46,66654.0,25,Bachelor,Islamabad,Private,664.0,2989.0,1315819.0,1
54,91995.0,32,Bachelor,Karachi,Business,730.0,3485.0,2219800.0,1
55,48518.0,30,Master,Karachi,Private,582.0,2537.0,1871143.0,1
36,69958.0,16,Master,Islamabad,Freelance,,1555.0,1540660.0,0
25,53396.0,3,Master,Rawalpindi,Private,712.0,2008.0,1964712.0,1
62,72957.0,42,Bachelor,Rawalpindi,Business,750.0,2941.0,907626.0,1
18,76082.0,0,Master,Lahore,Private,570.0,3919.0,1894751.0,0
39,77813.0,19,High School,Peshawar,Private,756.0,1749.0,1935542.0,0
34,41447.0,14,High School,Lahore,Government,683.0,1656.0,447258.0,1
24,45426.0,0,Bachelor,Lahore,Private,756.0,2239.0,2696124.0,1
42,49506.0,18,High School,Peshawar,Private,675.0,1431.0,1006710.0,1
62,59745.0,38,Bachelor,Islamabad,Business,503.0,2990.0,1881279.0,1
21,66918.0,0,Master,Rawalpindi,Business,669.0,1437.0,2847971.0,1
53,80578.0,28,PhD,Lahore,Private,754.0,3646.0,2633109.0,1
23,46342.0,1,Bachelor,Peshawar,Business,617.0,2407.0,1830900.0,1
48,29778.0,26,Bachelor,Karachi,Government,,1273.0,1473751.0,0
36,112426.0,15,Bachelor,Lahore,Private,668.0,3987.0,2652761.0,1
61,40108.0,37,Bachelor,Rawalpindi,Freelance,477.0,896.0,2407225.0,1
56,83399.0,29,High School,Islamabad,Freelance,797.0,4295.0,1243471.0,1
44,65688.0,23,Master,Lahore,Business,617.0,2398.0,1084596.0,1
27,70529.0,8,Bachelor,Lahore,Private,715.0,1538.0,100000.0,0
43,64966.0,22,Bachelor,Peshawar,Freelance,674.0,2847.0,1938629.0,1
36,56533.0,11,High School,Karachi,Private,768.0,2086.0,1725572.0,1
56,75207.0,30,Master,Karachi,Private,708.0,1879.0,2822572.0,1
20,55351.0,0,Master,Islamabad,Private,664.0,1548.0,2123150.0,1
62,90659.0,38,PhD,Rawalpindi,Business,617.0,2084.0,3000806.0,1
30,77506.0,4,Master,Islamabad,Freelance,736.0,3098.0,1172372.0,1
45,78191.0,24,Bachelor,Lahore,Freelance,549.0,3250.0,2824335.0,1
37,53843.0,10,Bachelor,Lahore,Government,725.0,2029.0,1323975.0,1
45,59800.0,25,Master,Karachi,Private,603.0,2875.0,2499836.0,1
25,38866.0,3,Bachelor,Rawalpindi,Private,768.0,1925.0,487117.0,0
58,57234.0,40,Bachelor,Peshawar,Private,691.0,2367.0,2011622.0,1
56,42195.0,36,High School,Rawalpindi,Private,725.0,897.0,100000.0,1
18,93888.0,0,High School,Lahore,Freelance,686.0,4132.0,1559576.0,1
20,66112.0,0,Bachelor,Peshawar,Government,557.0,2298.0,2196319.0,1
30,68751.0,9,Bachelor,Rawalpindi,Private,620.0,2728.0,1331128.0,1
45,60047.0,26,Master,Rawalpindi,Private,727.0,2550.0,854606.0,1
42,69347.0,17,High School,Peshawar,Private,,2254.0,2561507.0,1
50,119227.0,25,Bachelor,Lahore,Private,763.0,6129.0,1706883.0,1
55,58397.0,28,High School,Rawalpindi,Business,708.0,1477.0,1359386.0,1
23,50691.0,2,High School,Peshawar,Government,612.0,2191.0,1837706.0,0
61,76653.0,41,Bachelor,Lahore,Freelance,624.0,1608.0,4173002.0,1
62,20000.0,43,High School,Peshawar,Government,687.0,1033.0,2838153.0,1
49,66407.0,23,Bachelor,Peshawar,Private,518.0,1633.0,2846316.0,1
62,56822.0,44,Bachelor,,Private,797.0,1364.0,2191992.0,1
64,43169.0,40,Bachelor,Lahore,Business,711.0,1379.0,1949837.0,1
38,76171.0,16,High School,Rawalpindi,Freelance,766.0,2535.0,100000.0,1
33,66188.0,8,High School,Islamabad,Private,569.0,1852.0,1188918.0,0
38,25347.0,17,High School,Islamabad,Government,767.0,1022.0,1367483.0,0
28,50776.0,4,High School,Lahore,Government,836.0,1807.0,112597.0,1
54,20000.0,32,Bachelor,Peshawar,Government,588.0,439.0,758326.0,0
53,71452.0,31,Bachelor,Rawalpindi,Business,734.0,2250.0,100000.0,1
52,71233.0,26,Bachelor,Rawalpindi,Government,680.0,3408.0,1765509.0,1
36,47548.0,10,Bachelor,Lahore,Government,572.0,2084.0,2536889.0,1
37,76882.0,11,Master,Lahore,Private,715.0,3459.0,2796097.0,1
35,36785.0,12,Master,Islamabad,Private,738.0,1622.0,2173306.0,1
64,43737.0,41,Master,Karachi,Private,638.0,1365.0,932943.0,1
58,74178.0,36,Master,Lahore,Private,762.0,1792.0,100000.0,1
31,49849.0,5,Bachelor,Karachi,Freelance,563.0,1491.0,218818.0,0
32,63622.0,5,Master,Lahore,Freelance,575.0,3089.0,657916.0,0
48,52600.0,23,Bachelor,Peshawar,Private,690.0,2815.0,1000026.0,1
18,,0,Bachelor,Peshawar,Freelance,682.0,2087.0,1656226.0,0
20,56921.0,0,Bachelor,Islamabad,Private,630.0,1204.0,887252.0,1
33,49451.0,10,Bachelor,Islamabad,Private,737.0,1261.0,2105078.0,1
40,71654.0,18,Master,Karachi,Private,,2262.0,1590954.0,1
28,51186.0,7,Bachelor,Lahore,Private,740.0,2054.0,1809491.0,1
29,65345.0,9,Master,Rawalpindi,Private,671.0,1525.0,2826225.0,1
27,48968.0,7,Bachelor,Islamabad,Government,722.0,2560.0,737791.0,1
49,31245.0,26,Bachelor,Rawalpindi,Private,649.0,1031.0,2176834.0,1
33,85074.0,12,High School,Rawalpindi,Business,824.0,4360.0,1787424.0,1
25,75990.0,2,High School,Lahore,Private,623.0,3560.0,1499862.0,0
55,115351.0,35,Master,Karachi,Private,827.0,5308.0,2596731.0,1
29,42033.0,8,Bachelor,Lahore,Private,,1726.0,2591113.0,0
41,60403.0,15,Bachelor,Islamabad,Government,584.0,2520.0,948158.0,1
45,62173.0,23,Master,Rawalpindi,Private,776.0,2617.0,1636055.0,1
25,86766.0,1,Bachelor,,Freelance,689.0,3626.0,2053091.0,1
45,53844.0,18,PhD,Lahore,Government,740.0,2116.0,1554294.0,1
53,39237.0,34,Bachelor,Lahore,Government,766.0,2108.0,2326519.0,1
43,91572.0,21,Bachelor,,Government,704.0,4143.0,2053073.0,1
25,58034.0,0,Bachelor,Karachi,Private,639.0,2712.0,3449305.0,1
45,84330.0,25,High School,Lahore,Private,748.0,4209.0,422749.0,1
45,81768.0,19,High School,Islamabad,Private,680.0,2291.0,1689808.0,1
54,64342.0,31,Bachelor,Rawalpindi,Government,728.0,1520.0,982348.0,1
58,61165.0,37,Master,Peshawar,Private,529.0,2259.0,2343697.0,1
53,56386.0,29,Master,Islamabad,Private,711.0,2141.0,344545.0,1
44,64666.0,19,High School,Peshawar,Business,635.0,3135.0,2111681.0,0
34,83988.0,11,Bachelor,Lahore,Private,796.0,2992.0,1232956.0,1
26,,4,High School,Lahore,Freelance,724.0,1893.0,1139254.0,0
50,67395.0,27,High School,Islamabad,Freelance,697.0,2588.0,498152.0,1
37,40390.0,15,Master,Peshawar,Private,714.0,893.0,1381432.0,1
30,43130.0,5,Bachelor,Lahore,Private,610.0,1783.0,2776050.0,0
45,64319.0,27,High School,Rawalpindi,Private,794.0,3115.0,1777330.0,1
46,21877.0,22,High School,Karachi,Freelance,819.0,571.0,2364912.0,1
30,110332.0,3,PhD,Karachi,Government,708.0,4484.0,3298178.0,1
63,38753.0,36,High School,Lahore,Freelance,791.0,1574.0,2037380.0,1
52,,33,Bachelor,Peshawar,Business,640.0,1687.0,1297080.0,1
23,90701.0,0,Bachelor,Lahore,Freelance,624.0,2263.0,2220527.0,0
